app_id,app_date,amount,rate_offered,term_months,status,payment_date,segment
APP-000093,2025-05-17 00:00:00,6600.0,0.0571,24,Paid,2027-05-19 00:00:00,0
APP-000094,2024-01-13 00:00:00,7300.0,0.131,36,Paid,2027-01-15 00:00:00,0
APP-000095,2024-12-27 00:00:00,7200.0,0.1743,48,Paid,2028-12-30 00:00:00,0
APP-000096,2024-09-20 00:00:00,5100.0,0.26,48,Paid,2028-09-23 00:00:00,3
APP-000097,2024-03-06 00:00:00,8600.0,0.2137,24,Paid,2026-03-08 00:00:00,2
APP-000098,2025-04-08 00:00:00,8500.0,0.1953,36,Paid,2028-04-10 00:00:00,2
APP-000099,2023-04-11 00:00:00,8000.0,0.16,48,Paid,2027-04-14 00:00:00,1
APP-000100,2022-10-02 00:00:00,7500.0,0.1508,36,Paid,2025-10-04 00:00:00,0
APP-000101,2022-11-08 00:00:00,5200.0,0.2503,36,Paid,2025-11-10 00:00:00,3
APP-000102,2024-08-06 00:00:00,7200.0,0.19,48,Paid,2028-08-09 00:00:00,3
APP-000103,2023-02-13 00:00:00,7300.0,0.0749,24,Paid,2025-02-14 00:00:00,1
APP-000104,2022-11-21 00:00:00,6400.0,0.1463,48,Default,,0
APP-000105,2024-09-02 00:00:00,7700.0,0.1371,36,Paid,2027-09-05 00:00:00,0
APP-000106,2024-02-05 00:00:00,8800.0,0.1527,24,Paid,2026-02-06 00:00:00,1
APP-000107,2025-06-15 00:00:00,11800.0,0.2081,24,Paid,2027-06-17 00:00:00,2
APP-000108,2023-06-17 00:00:00,8300.0,0.1746,24,Paid,2025-06-18 00:00:00,1
APP-000109,2023-01-10 00:00:00,8500.0,0.1762,24,Paid,2025-01-11 00:00:00,1
APP-000110,2024-09-20 00:00:00,7900.0,0.2457,36,Paid,2027-09-23 00:00:00,3
APP-000111,2022-09-06 00:00:00,4200.0,0.1452,24,Paid,2024-09-07 00:00:00,0
APP-000112,2025-06-13 00:00:00,7900.0,0.2732,48,Paid,2029-06-16 00:00:00,3
APP-000113,2025-01-27 00:00:00,8100.0,0.1464,36,Paid,2028-01-30 00:00:00,1
APP-000114,2025-01-25 00:00:00,12900.0,0.1845,36,Paid,2028-01-28 00:00:00,2
APP-000115,2023-02-20 00:00:00,7600.0,0.1659,36,Default,,0
APP-000116,2023-11-08 00:00:00,8600.0,0.1862,36,Paid,2026-11-10 00:00:00,2
APP-000117,2025-02-01 00:00:00,7900.0,0.2022,36,Default,,3
APP-000118,2023-12-12 00:00:00,5700.0,0.2017,24,Paid,2025-12-13 00:00:00,3
APP-000119,2023-06-08 00:00:00,10300.0,0.1423,48,Paid,2027-06-11 00:00:00,1
APP-000120,2025-01-24 00:00:00,9500.0,0.1239,36,Paid,2028-01-27 00:00:00,1
APP-000121,2023-02-12 00:00:00,9600.0,0.3052,24,Paid,2025-02-13 00:00:00,2
APP-000122,2024-04-10 00:00:00,6200.0,0.1558,36,Default,,0
APP-000123,2025-05-14 00:00:00,10800.0,0.215,36,Paid,2028-05-16 00:00:00,2
APP-000124,2023-10-16 00:00:00,5200.0,0.0996,36,Paid,2026-10-18 00:00:00,0
APP-000125,2023-07-09 00:00:00,9200.0,0.166,48,Paid,2027-07-12 00:00:00,1
APP-000126,2022-07-21 00:00:00,12400.0,0.1736,36,Paid,2025-07-23 00:00:00,2
APP-000127,2023-10-20 00:00:00,6000.0,0.2036,36,Paid,2026-10-22 00:00:00,3
APP-000128,2025-02-25 00:00:00,6900.0,0.05,36,Paid,2028-02-28 00:00:00,0
APP-000129,2022-12-11 00:00:00,8200.0,0.1883,48,Default,,2
APP-000130,2024-03-02 00:00:00,7000.0,0.1225,36,Paid,2027-03-05 00:00:00,0
APP-000131,2022-09-13 00:00:00,4900.0,0.1962,36,Paid,2025-09-15 00:00:00,3
APP-000132,2025-06-03 00:00:00,8100.0,0.1282,36,Paid,2028-06-05 00:00:00,1
APP-000133,2023-05-07 00:00:00,5900.0,0.1372,36,Paid,2026-05-09 00:00:00,0
APP-000134,2024-12-13 00:00:00,8900.0,0.1663,24,Paid,2026-12-15 00:00:00,1
APP-000135,2025-01-24 00:00:00,6200.0,0.1274,24,Paid,2027-01-26 00:00:00,0
APP-000136,2025-02-10 00:00:00,11100.0,0.1562,48,Paid,2029-02-13 00:00:00,1
APP-000137,2024-07-05 00:00:00,6400.0,0.1203,36,Paid,2027-07-08 00:00:00,0
APP-000138,2024-12-16 00:00:00,7400.0,0.0883,36,Paid,2027-12-19 00:00:00,1
APP-000139,2023-03-30 00:00:00,9600.0,0.2309,36,Paid,2026-04-01 00:00:00,2
APP-000140,2023-06-21 00:00:00,5500.0,0.1152,36,Paid,2026-06-23 00:00:00,0
APP-000141,2023-12-29 00:00:00,8500.0,0.1711,24,Paid,2025-12-30 00:00:00,1
APP-000142,2023-01-12 00:00:00,10600.0,0.2176,24,Paid,2025-01-13 00:00:00,2
APP-000143,2024-06-12 00:00:00,4800.0,0.1493,48,Paid,2028-06-15 00:00:00,0
APP-000144,2023-07-25 00:00:00,8400.0,0.1387,36,Default,,1
APP-000145,2024-06-27 00:00:00,8500.0,0.1913,36,Paid,2027-06-30 00:00:00,2
APP-000146,2022-07-16 00:00:00,9600.0,0.2359,48,Paid,2026-07-19 00:00:00,2
APP-000147,2024-03-26 00:00:00,5500.0,0.1215,36,Paid,2027-03-29 00:00:00,0
APP-000148,2024-01-17 00:00:00,5400.0,0.1725,24,Paid,2026-01-18 00:00:00,0
APP-000149,2022-08-01 00:00:00,9000.0,0.0934,24,Paid,2024-08-02 00:00:00,1
APP-000150,2023-04-12 00:00:00,8600.0,0.1603,36,Paid,2026-04-14 00:00:00,1
APP-000151,2023-12-24 00:00:00,8500.0,0.1817,48,Paid,2027-12-27 00:00:00,2
APP-000152,2023-01-11 00:00:00,8700.0,0.1373,24,Paid,2025-01-12 00:00:00,1
APP-000153,2023-01-16 00:00:00,6600.0,0.1572,24,Paid,2025-01-17 00:00:00,0
APP-000154,2024-01-16 00:00:00,8500.0,0.1096,48,Paid,2028-01-19 00:00:00,1
APP-000155,2024-04-02 00:00:00,8600.0,0.1839,24,Paid,2026-04-04 00:00:00,2
APP-000156,2025-04-22 00:00:00,6600.0,0.2328,36,Paid,2028-04-24 00:00:00,3
APP-000157,2024-04-17 00:00:00,11700.0,0.1251,24,Default,,1
APP-000158,2023-04-17 00:00:00,8900.0,0.1489,36,Paid,2026-04-19 00:00:00,1
APP-000159,2023-08-14 00:00:00,5600.0,0.2051,36,Paid,2026-08-16 00:00:00,3
APP-000160,2023-03-23 00:00:00,9300.0,0.2406,24,Paid,2025-03-24 00:00:00,2
APP-000161,2023-04-13 00:00:00,6100.0,0.1053,36,Paid,2026-04-15 00:00:00,0
APP-000162,2022-10-31 00:00:00,9600.0,0.1716,36,Paid,2025-11-02 00:00:00,1
APP-000163,2024-01-31 00:00:00,10300.0,0.1942,36,Paid,2027-02-02 00:00:00,2
APP-000164,2022-12-17 00:00:00,6400.0,0.1749,36,Paid,2025-12-19 00:00:00,0
APP-000165,2023-05-18 00:00:00,9900.0,0.0562,36,Paid,2026-05-20 00:00:00,1
APP-000166,2024-12-01 00:00:00,8800.0,0.2051,36,Paid,2027-12-04 00:00:00,2
APP-000167,2023-09-01 00:00:00,9600.0,0.256,36,Paid,2026-09-03 00:00:00,2
APP-000168,2024-08-04 00:00:00,11800.0,0.1858,36,Paid,2027-08-07 00:00:00,2
APP-000169,2025-05-13 00:00:00,7500.0,0.1284,36,Paid,2028-05-15 00:00:00,0
APP-000170,2023-03-24 00:00:00,6500.0,0.1543,36,Paid,2026-03-26 00:00:00,0
APP-000171,2024-02-07 00:00:00,6200.0,0.2685,24,Paid,2026-02-08 00:00:00,3
APP-000172,2024-02-26 00:00:00,6400.0,0.2255,24,Paid,2026-02-27 00:00:00,3
APP-000173,2024-10-27 00:00:00,7800.0,0.212,36,Default,,3
APP-000174,2023-02-18 00:00:00,8700.0,0.1978,48,Paid,2027-02-21 00:00:00,2
APP-000175,2024-06-14 00:00:00,8600.0,0.1469,48,Default,,1
APP-000176,2025-05-29 00:00:00,9700.0,0.17,36,Paid,2028-05-31 00:00:00,1
APP-000177,2025-07-02 00:00:00,8000.0,0.1761,36,Paid,2028-07-04 00:00:00,0
APP-000178,2022-09-13 00:00:00,10900.0,0.2075,24,Paid,2024-09-14 00:00:00,2
APP-000179,2024-05-22 00:00:00,7500.0,0.2554,48,Paid,2028-05-25 00:00:00,3
APP-000180,2022-11-02 00:00:00,13400.0,0.2359,48,Paid,2026-11-05 00:00:00,2
APP-000181,2024-10-08 00:00:00,9300.0,0.109,24,Paid,2026-10-10 00:00:00,1
APP-000182,2025-01-23 00:00:00,6300.0,0.1912,48,Paid,2029-01-26 00:00:00,3
APP-000183,2025-05-24 00:00:00,5900.0,0.2168,36,Paid,2028-05-26 00:00:00,3
APP-000184,2023-09-18 00:00:00,9000.0,0.2109,36,Paid,2026-09-20 00:00:00,2
APP-000185,2024-06-21 00:00:00,7600.0,0.1485,36,Paid,2027-06-24 00:00:00,0
APP-000186,2023-08-05 00:00:00,9400.0,0.3257,36,Paid,2026-08-07 00:00:00,2
APP-000187,2024-04-08 00:00:00,8900.0,0.1161,48,Paid,2028-04-11 00:00:00,1
APP-000188,2024-04-08 00:00:00,7900.0,0.1258,24,Paid,2026-04-10 00:00:00,1
APP-000189,2025-02-03 00:00:00,6300.0,0.1917,36,Paid,2028-02-06 00:00:00,3
APP-000190,2025-06-12 00:00:00,5000.0,0.2858,36,Default,,3
APP-000191,2024-03-11 00:00:00,7100.0,0.1382,36,Paid,2027-03-14 00:00:00,0
APP-000192,2024-07-09 00:00:00,9700.0,0.1667,36,Default,,1
APP-000193,2024-04-28 00:00:00,8400.0,0.2339,36,Paid,2027-05-01 00:00:00,2
APP-000194,2024-04-02 00:00:00,5500.0,0.1791,36,Default,,0
APP-000195,2023-04-22 00:00:00,8300.0,0.1633,36,Paid,2026-04-24 00:00:00,1
APP-000196,2022-11-14 00:00:00,8800.0,0.2083,36,Default,,2
APP-000197,2023-09-20 00:00:00,6200.0,0.1936,36,Paid,2026-09-22 00:00:00,3
APP-000198,2024-02-08 00:00:00,8300.0,0.2315,36,Paid,2027-02-10 00:00:00,3
APP-000199,2023-06-13 00:00:00,8100.0,0.2446,24,Paid,2025-06-14 00:00:00,3
APP-000200,2022-10-23 00:00:00,5700.0,0.1954,36,Paid,2025-10-25 00:00:00,3
APP-000201,2023-09-03 00:00:00,8700.0,0.1946,24,Paid,2025-09-04 00:00:00,2
APP-000202,2022-08-24 00:00:00,9100.0,0.1907,24,Paid,2024-08-25 00:00:00,2
APP-000203,2025-06-23 00:00:00,10200.0,0.2045,36,Default,,2
APP-000204,2022-09-12 00:00:00,10100.0,0.1828,24,Paid,2024-09-13 00:00:00,2
APP-000205,2024-06-16 00:00:00,5200.0,0.18,36,Paid,2027-06-19 00:00:00,0
APP-000206,2023-06-18 00:00:00,6100.0,0.2398,48,Paid,2027-06-21 00:00:00,3
APP-000207,2023-03-10 00:00:00,9000.0,0.2558,24,Paid,2025-03-11 00:00:00,2
APP-000208,2025-04-15 00:00:00,9000.0,0.1046,48,Paid,2029-04-18 00:00:00,1
APP-000209,2024-09-07 00:00:00,9000.0,0.1805,24,Paid,2026-09-09 00:00:00,2
APP-000210,2023-01-02 00:00:00,15700.0,0.1456,36,Paid,2026-01-04 00:00:00,1
APP-000211,2022-12-03 00:00:00,9100.0,0.1645,36,Paid,2025-12-05 00:00:00,1
APP-000212,2025-01-27 00:00:00,10300.0,0.2001,48,Paid,2029-01-30 00:00:00,2
APP-000213,2022-10-01 00:00:00,9900.0,0.2135,24,Paid,2024-10-02 00:00:00,2
APP-000214,2024-12-04 00:00:00,9300.0,0.1744,36,Paid,2027-12-07 00:00:00,2
APP-000215,2024-12-26 00:00:00,7400.0,0.0843,24,Paid,2026-12-28 00:00:00,1
APP-000216,2023-08-30 00:00:00,9500.0,0.1317,36,Paid,2026-09-01 00:00:00,1
APP-000217,2023-05-09 00:00:00,6500.0,0.2248,48,Paid,2027-05-12 00:00:00,3
APP-000218,2024-11-25 00:00:00,7500.0,0.05,48,Paid,2028-11-28 00:00:00,1
APP-000219,2023-07-19 00:00:00,7000.0,0.2394,36,Paid,2026-07-21 00:00:00,3
APP-000220,2023-09-23 00:00:00,8200.0,0.2061,36,Paid,2026-09-25 00:00:00,2
APP-000221,2025-01-02 00:00:00,12600.0,0.2458,48,Paid,2029-01-05 00:00:00,2
APP-000222,2023-05-12 00:00:00,4300.0,0.1701,36,Paid,2026-05-14 00:00:00,0
APP-000223,2023-04-29 00:00:00,9400.0,0.0769,24,Paid,2025-04-30 00:00:00,1
APP-000224,2023-09-11 00:00:00,4800.0,0.2015,48,Paid,2027-09-14 00:00:00,3
APP-000225,2024-03-13 00:00:00,7100.0,0.2437,36,Paid,2027-03-16 00:00:00,3
APP-000226,2024-02-10 00:00:00,10200.0,0.2262,24,Default,,2
APP-000227,2024-09-27 00:00:00,8100.0,0.1469,24,Paid,2026-09-29 00:00:00,1
APP-000228,2025-03-01 00:00:00,5800.0,0.1843,36,Paid,2028-03-03 00:00:00,0
APP-000229,2024-02-07 00:00:00,6600.0,0.1534,36,Paid,2027-02-09 00:00:00,0
APP-000230,2024-10-07 00:00:00,9400.0,0.139,36,Default,,1
APP-000231,2025-06-10 00:00:00,6500.0,0.2278,36,Paid,2028-06-12 00:00:00,3
APP-000232,2024-06-12 00:00:00,8400.0,0.1201,48,Paid,2028-06-15 00:00:00,1
APP-000233,2024-11-16 00:00:00,8100.0,0.1353,48,Paid,2028-11-19 00:00:00,1
APP-000234,2023-06-29 00:00:00,6700.0,0.1248,36,Paid,2026-07-01 00:00:00,0
APP-000235,2023-10-30 00:00:00,12300.0,0.1055,48,Paid,2027-11-02 00:00:00,1
APP-000236,2023-11-23 00:00:00,9300.0,0.1873,48,Paid,2027-11-26 00:00:00,2
APP-000237,2023-03-10 00:00:00,3900.0,0.2381,36,Paid,2026-03-12 00:00:00,3
APP-000238,2023-02-09 00:00:00,8400.0,0.1708,36,Paid,2026-02-11 00:00:00,1
APP-000239,2023-06-22 00:00:00,6700.0,0.1047,36,Paid,2026-06-24 00:00:00,0
APP-000240,2023-10-06 00:00:00,9700.0,0.222,24,Paid,2025-10-07 00:00:00,2
APP-000241,2024-12-19 00:00:00,6400.0,0.2643,36,Default,,3
APP-000242,2023-01-11 00:00:00,7800.0,0.1477,36,Paid,2026-01-13 00:00:00,0
APP-000243,2024-07-06 00:00:00,9000.0,0.1561,24,Paid,2026-07-08 00:00:00,1
APP-000244,2023-05-29 00:00:00,9700.0,0.2058,24,Paid,2025-05-30 00:00:00,2
APP-000245,2023-08-01 00:00:00,5600.0,0.2611,36,Default,,3
APP-000246,2023-12-09 00:00:00,7300.0,0.154,36,Paid,2026-12-11 00:00:00,0
APP-000247,2023-07-22 00:00:00,7100.0,0.1134,48,Paid,2027-07-25 00:00:00,0
APP-000248,2024-10-02 00:00:00,6700.0,0.2116,36,Default,,3
APP-000249,2022-10-29 00:00:00,11500.0,0.22,36,Paid,2025-10-31 00:00:00,2
APP-000250,2024-02-13 00:00:00,8800.0,0.1803,36,Paid,2027-02-15 00:00:00,2
APP-000251,2023-02-01 00:00:00,5500.0,0.1521,24,Paid,2025-02-02 00:00:00,0
APP-000252,2022-07-10 00:00:00,9800.0,0.2297,24,Default,,2
APP-000253,2023-07-22 00:00:00,12200.0,0.2064,48,Paid,2027-07-25 00:00:00,2
APP-000254,2023-07-25 00:00:00,10100.0,0.1416,36,Paid,2026-07-27 00:00:00,1
APP-000255,2024-07-13 00:00:00,5000.0,0.1825,48,Paid,2028-07-16 00:00:00,0
APP-000256,2022-12-12 00:00:00,7000.0,0.1124,36,Paid,2025-12-14 00:00:00,0
APP-000257,2023-06-01 00:00:00,10500.0,0.2143,24,Paid,2025-06-02 00:00:00,2
APP-000258,2024-11-19 00:00:00,6600.0,0.1669,36,Paid,2027-11-22 00:00:00,0
APP-000259,2022-08-24 00:00:00,8900.0,0.1582,36,Paid,2025-08-26 00:00:00,1
APP-000260,2024-05-05 00:00:00,9500.0,0.1784,36,Paid,2027-05-08 00:00:00,2
APP-000261,2024-02-05 00:00:00,6100.0,0.182,36,Paid,2027-02-07 00:00:00,0
APP-000262,2025-05-06 00:00:00,7900.0,0.2247,48,Paid,2029-05-09 00:00:00,3
APP-000263,2023-02-14 00:00:00,1500.0,0.2096,48,Paid,2027-02-17 00:00:00,3
APP-000264,2024-04-07 00:00:00,6000.0,0.1722,48,Paid,2028-04-10 00:00:00,0
APP-000265,2023-07-16 00:00:00,7500.0,0.2182,24,Paid,2025-07-17 00:00:00,3
APP-000266,2023-09-07 00:00:00,5500.0,0.2,24,Paid,2025-09-08 00:00:00,3
APP-000267,2023-02-02 00:00:00,11300.0,0.1587,24,Paid,2025-02-03 00:00:00,1
APP-000268,2024-02-01 00:00:00,5100.0,0.1738,36,Paid,2027-02-03 00:00:00,0
APP-000269,2023-12-09 00:00:00,7100.0,0.1726,36,Paid,2026-12-11 00:00:00,0
APP-000270,2023-09-20 00:00:00,8300.0,0.2053,36,Paid,2026-09-22 00:00:00,2
APP-000271,2023-05-14 00:00:00,10900.0,0.1616,36,Paid,2026-05-16 00:00:00,1
APP-000272,2024-08-25 00:00:00,5100.0,0.1605,48,Paid,2028-08-28 00:00:00,0
APP-000273,2023-07-23 00:00:00,10300.0,0.2784,48,Paid,2027-07-26 00:00:00,2
APP-000274,2022-12-28 00:00:00,8000.0,0.227,24,Paid,2024-12-29 00:00:00,3
APP-000275,2023-10-13 00:00:00,6000.0,0.142,48,Paid,2027-10-16 00:00:00,0
APP-000276,2025-05-01 00:00:00,8900.0,0.2085,36,Paid,2028-05-03 00:00:00,2
APP-000277,2024-04-11 00:00:00,8400.0,0.1859,36,Paid,2027-04-14 00:00:00,2
APP-000278,2024-01-31 00:00:00,6800.0,0.1996,48,Paid,2028-02-03 00:00:00,3
APP-000279,2023-03-26 00:00:00,8100.0,0.1869,24,Paid,2025-03-27 00:00:00,2
APP-000280,2022-08-29 00:00:00,7200.0,0.2395,48,Paid,2026-09-01 00:00:00,3
APP-000281,2023-03-25 00:00:00,8200.0,0.1973,36,Paid,2026-03-27 00:00:00,2
APP-000282,2023-07-31 00:00:00,9300.0,0.1769,48,Default,,2
APP-000283,2023-06-26 00:00:00,11200.0,0.2321,48,Paid,2027-06-29 00:00:00,2
APP-000284,2025-01-20 00:00:00,5500.0,0.1917,36,Paid,2028-01-23 00:00:00,0
APP-000285,2024-11-16 00:00:00,12300.0,0.1861,24,Paid,2026-11-18 00:00:00,2
APP-000286,2024-07-12 00:00:00,4100.0,0.1957,24,Paid,2026-07-14 00:00:00,0
APP-000287,2024-08-06 00:00:00,7700.0,0.1753,36,Paid,2027-08-09 00:00:00,0
APP-000288,2023-03-26 00:00:00,9200.0,0.1805,24,Paid,2025-03-27 00:00:00,2
APP-000289,2024-03-28 00:00:00,8600.0,0.1507,48,Paid,2028-03-31 00:00:00,1
